2203420,"Domingos Mourão",4435
2203503,"Elesbão Veloso",14577
2203602,"Eliseu Martins",4858
2203701,"Esperantina",37231
2203750,"Fartura do Piauí",5339
2203800,"Flores do Piauí",4596
2203859,"Floresta do Piauí",2624
2203909,"Floriano",57700
2204006,"Francinópolis",5443
2204105,"Francisco Ayres",5160
2204154,"Francisco Macedo",2319
2204204,"Francisco Santos",8533
2204303,"Fronteiras",11373
2204352,"Geminiano",5406
2204402,"Gilbués",10648
2204501,"Guadalupe",9860
2204550,"Guaribas",4468
2204600,"Hugo Napoleão",3779
2204659,"Ilha Grande",8663
2204709,"Inhuma",15403
2204808,"Ipiranga do Piauí",9624
2204907,"Isaías Coelho",8014
2205003,"Itainópolis",11403
2205102,"Itaueira",10861
2205151,"Jacobina do Piauí",5774
2205201,"Jaicós",17310
2205250,"Jardim do Mulato",4291
2205276,"Jatobá do Piauí",4653
2205300,"Jerumenha",4496
2205359,"João Costa",3291
2205409,"Joaquim Pires",14175
2205458,"Joca Marques",5500
2205508,"José de Freitas",36177
2205516,"Juazeiro do Piauí",4906
2205524,"Júlio Borges",5401
2205532,"Jurema",4515
2205573,"Lagoa de São Francisco",6708
2205565,"Lagoa do Barro do Piauí",4673
2205581,"Lagoa do Piauí",3790
2205599,"Lagoa do Sítio",5188
2205557,"Lagoa Alegre",8090
2205540,"Lagoinha do Piauí",2637
2205607,"Landri Sales",5746
2205706,"Luís Correia",26900
2205805,"Luzilândia",25021
2205854,"Madeiro",7902
2205904,"Manoel Emídio",5511
2205953,"Marcolândia",7361
2206001,"Marcos Parente",4318
2206050,"Massapê do Piauí",6613
2206100,"Matias Olímpio",10766
2206209,"Miguel Alves",33104
2206308,"Miguel Leão",1228
2206357,"Milton Brandão",7220
2206407,"Monsenhor Gil",10616
2206506,"Monsenhor Hipólito",7369
2206605,"Monte Alegre do Piauí",10632
2206670,"Morro do Chapéu do Piauí",6560
2206654,"Morro Cabeça no Tempo",4362
2206696,"Murici dos Portelas",7877
2206704,"Nazaré do Piauí",7144
2206720,"Nazária",8501
2206753,"Nossa Senhora de Nazaré",4165
2206803,"Nossa Senhora dos Remédios",8276
2207959,"Nova Santa Rita",4407
2206902,"Novo Oriente do Piauí",6367
2206951,"Novo Santo Antônio",3481
2207009,"Oeiras",36082
2207108,"Olho D'Água do Piauí",2713
2207207,"Padre Marcos",7551
2207306,"Paes Landim",4517
2207355,"Pajeú do Piauí",3721
2207405,"Palmeira do Piauí",5128
2207504,"Palmeirais",14117
2207553,"Paquetá",4662
2207603,"Parnaguá",10611
2207702,"Parnaíba",144892
2207751,"Passagem Franca do Piauí",4245
2207777,"Patos do Piauí",6349
2207793,"Pau D'Arco do Piauí",3821
2207801,"Paulistana",20416
2207850,"Pavussu",4415
2207900,"Pedro II",37727
2207934,"Pedro Laurentino",2394
2208007,"Picos",72477
2208106,"Pimenteiras",12058
2208205,"Pio IX",17615
2208304,"Piracuruca",26361
2208403,"Piripiri",61975
2208502,"Porto",11824
2208551,"Porto Alegre do Piauí",2540
2208601,"Prata do Piauí",3249
2208650,"Queimada Nova",9642
2208700,"Redenção do Gurguéia",8500
2208809,"Regeneração",18138
2208858,"Riacho Frio",5025
2208874,"Ribeira do Piauí",4221
2208908,"Ribeiro Gonçalves",6767
2209005,"Rio Grande do Piauí",6615
2209104,"Santa Cruz do Piauí",5956
2209153,"Santa Cruz dos Milagres",3448
2209203,"Santa Filomena",6171
2209302,"Santa Luz",5432
2209377,"Santa Rosa do Piauí",5296
2209351,"Santana do Piauí",4980
2209401,"Santo Antônio de Lisboa",5895
2209450,"Santo Antônio dos Milagres",2019
2209500,"Santo Inácio do Piauí",3731
2209559,"São Braz do Piauí",4434
